InchiKey,Canonical_SMILES
RJURFGZVJUQBHK-IIXSONLDSA-N,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C
RJURFGZVJUQBHK-AQDADIDBSA-N,C[C@@H]1[C@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C
UIARLYUEJFELEN-LROUJFHJSA-N,C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O
HXQVQGWHFRNKMS-UHFFFAOYSA-M,CC[Hg]SC1=CC=CC=C1C(=O)O
ACAXGYADTLFREX-CQSZACIVSA-N,C[C@H](CN(C)C)NC(=O)C1=C2C(=CC=C1)N=C3C=CC4=C(C3=N2)C=CC=C4OC
NHTKGYOMICWFQZ-KKQYNPQSSA-N,C[C@@H](C(=O)OCC1=CC=CC=C1)NP(=O)(OC[C@@H]2[C@H](C([C@@H](O2)N3C=CC(=NC3=O)N)(F)F)O)OC4=CC=CC=C4
NHTKGYOMICWFQZ-PCFRKJDASA-N,C[C@H](C(=O)OCC1=CC=CC=C1)NP(=O)(OCC2C(C(C(O2)N3C=CC(=NC3=O)N)(F)F)O)OC4=CC=CC=C4
XDXDZDZNSLXDNA-MBQQHZQPSA-N,C[C@H]1[C@H]([C@H](CC(O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
XDXDZDZNSLXDNA-YMYDAGKFSA-N,CC1C(C(CC(O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
VXBAJLGYBMTJCY-NSCUHMNNSA-N,CN1C/C=C/CCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC=CC(=C4)C1
PTQXTEKSNBVPQJ-UHFFFAOYSA-N,CC(C)C1=C(C(=CC=C1)C(C)C)OS(=O)(=O)NC(=O)CC2=C(C=C(C=C2C(C)C)C(C)C)C(C)C
HYFHYPWGAURHIV-JFIAXGOJSA-N,CC(C)(CCC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O
HYFHYPWGAURHIV-UHFFFAOYSA-N,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
LLEJIEBFSOEYIV-UHFFFAOYSA-N,C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5
ACGUYXCXAPNIKK-UHFFFAOYSA-N,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
NNTYBKTXMKBRFA-CQSZACIVSA-N,C1COC2=C([C@@H]1NCCCNC3=CC(=O)C4=C(N3)C=CS4)C=C(C=C2Br)Br
OBATZBGFDSVCJD-UHFFFAOYSA-N,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)O)O
AOJJSUZBOXZQNB-TZSSRYMLSA-N,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
AOJJSUZBOXZQNB-BLSUDJMZSA-N,C[C@H]1[C@H]([C@H](CC(O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
MAJFXTGRPADJLU-UHFFFAOYSA-N,CC[N+](C)(CC)CCSC1=NC2=CC=CC=C2N=C(C1)C3=CC=C(C=C3)SC4=CC=CC=C4
LFVVNPBBFUSSHL-UHFFFAOYSA-N,CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N
ZYVSOIYQKUDENJ-WKSBCEQHSA-N,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@H]2[C@@H](CC3=C(C2=O)C(=C4C(=C3)C=C(C(=C4O)C)O[C@H]5C[C@H]([C@H]([C@H](O5)C)OC(=O)C)O[C@@H]6C[C@H]([C@H]([C@H](O6)C)OC)O)O)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)O[C@H]7C[C@H]([C@@H]([C@H](O7)C)O)O[C@H]8C[C@]([C@H]([C@@H](O8)C)OC(=O)C)(C)O)O
VJXSSYDSOJBUAV-UHFFFAOYSA-N,CC1=C2C(=NC(=NC2=NC=C1CC3=C(C=CC(=C3)OC)OC)N)N
BIIVYFLTOXDAOV-YVEFUNNKSA-N,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
BIIVYFLTOXDAOV-PXAZEXFGSA-N,CN1CC[C@H]([C@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
BIIVYFLTOXDAOV-UHFFFAOYSA-N,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
LSXUTRRVVSPWDZ-MKKUMYSQSA-N,C[C@@H](C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)CC(C)C)NC
GYCPCOJTCINIFZ-OXJNMPFZSA-N,CC[C@H](CC#N)OC(=O)N[C@@H](C)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C3=CN=CO3)OC
GYCPCOJTCINIFZ-UHFFFAOYSA-N,CCC(CC#N)OC(=O)NC(C)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C3=CN=CO3)OC
MUTBJZVSRNUIHA-UHFFFAOYSA-N,C1CN(CCN1C2=NC=C(C=N2)C(=O)NO)S(=O)(=O)C3=CC4=CC=CC=C4C=C3
KMSKQZKKOZQFFG-CXNRHWHDSA-N,CC1C(C(CC(O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6
KMSKQZKKOZQFFG-NCXNULAVSA-N,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6
FGUCVLMMGZZQBB-NSHDSACASA-N,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)C3=NC=C(S3)C#N)F
YBHNZQJIFKDDHM-UHFFFAOYSA-N,CCC(CC)N1C(=CC2=C1C=CC3=C2C(=NC(=N3)N)N)C
AOJJSUZBOXZQNB-VTZDEGQISA-N,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
AOJJSUZBOXZQNB-OUSUFOHXSA-N,C[C@@H]1[C@@H]([C@@H](C[C@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
WIKYUJGCLQQFNW-UHFFFAOYSA-N,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
QYBGBLQCOOISAR-UHFFFAOYSA-N,CC1=NC2=C(N=C(N=C2N1C(C)C)N3CCOCC3)C4=CN=C(N=C4)N
LGWACEZVCMBSKW-UHFFFAOYSA-N,CC1(C2=NC3=C(N2CCO1)N=C(N=C3N4CCOCC4)C5=CN=C(N=C5)N)C
LYVZEIIGDIHNFA-UHFFFAOYSA-N,C1CC2=C(C=CC(=C2)C3=CC=CC=C3F)C4=NC5=C(C=C(C=C5)F)C(=C4C1)C(=O)O
GIIGAFADHXYOPM-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)N(C2=O)CCCCCOC3=CC=C(C=C3)N
CSBQPRGTYHAYKS-AATRIKPKSA-N,CC1=C(C(C(=C(N1)C)C(=O)OC/C=C/C2=CC=C(C=C2)CN3C=CN=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
BEJJGVDFQORITE-UHFFFAOYSA-N,CC1C2=CC=CC=C2CCN1C3=C(C(=O)SS3)Cl
KJDAGXLMHXUAGV-DGWLBADLSA-N,C1[C@@H]([C@H]([C@H]([C@@H]1NC2=CC=NC3=CC(=NN23)C4=CC(=CC=C4)SC(F)(F)F)O)O)COS(=O)(=O)N
INVGWHRKADIJHF-UHFFFAOYSA-N,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6
HKVAMNSJSFKALM-GKUWKFKPSA-N,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC
HKVAMNSJSFKALM-ADNAJIBWSA-N,C[C@@H]1CC[C@H]2C[C@@H](/C(=C\C=C/C=C\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C\[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC
ACCFLVVUVBJNGT-AWEZNQCLSA-N,C[C@@H](CN1C2=C3C=C(C=CC3=NC=C2N(C1=O)C)C4=CC(=CN=C4)C(C)(C)O)OC
HAVJATCHLFRDHY-KSZYUSJVSA-N,CC(C)(CC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O
PHJVBZVDUNTGNR-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)N)C(=O)OC(C)C)C2=C3C=C(C=NC3=CC=C2)C4=CC=CC=C4)C#N
NIBYCXOKANETJM-UHFFFAOYSA-N,C1CCC(CC1)N2C3=C(C=C(C=C3)C(=O)O)N=C2C4=C(C=C(C=C4)OCC5=C(C=CC(=C5)N6CCCC6=O)C7=CC=C(C=C7)Cl)F
UQOOPIMXBSPVJI-UHFFFAOYSA-N,CC1=C(C=CC(=C1)C(C)(C)CC(C)(C)C)OCCOCC[N+](C)(C)CC2=CC=CC=C2
JOWXJLIFIIOYMS-UHFFFAOYSA-N,CN(CC1=CC2=C(S1)C(=NC(=N2)C3=CN=C(C=C3)OC)N4CCOCC4)C5=NC=C(C=N5)C(=O)NO
NLJVXZFCYKWXLH-DXTIXLATSA-N,CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)[C@@H](NC(=O)[C@@H](N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)O)CC(=O)N)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=CC=C6
PXBZKHOQHTVCSQ-QZTJIDSGSA-N,C[C@H](CNCCNC[C@@H](C)N1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)[N+](=O)[O-])N4C(=O)C5=CC=CC6=CC(=CC(=C65)C4=O)[N+](=O)[O-]
JLPDBLFIVFSOCC-KRNKPDPWSA-N,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3(C(C2)CCC4C3CC[C@]5([C@@]4(C[C@@H]([C@@H]5C6=CC(=O)OC6)OC(=O)C)O)C)C)OC)O
FOFDIMHVKGYHRU-UHFFFAOYSA-N,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6
XUOAKFNMJMYKBY-UHFFFAOYSA-N,C1=CC(=CC=C1C2=C(N=C(N2)S(=O)(=O)C(C(F)F)(F)F)C3=CC=C(C=C3)F)F
MFGSDSRTGUVZQG-DFQSSKMNSA-N,CCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O
XOKJUSAYZUAMGJ-WOUKDFQISA-N,C1=C(C2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)C#N
QNPNRSMUYWHWJK-RELWKKBWSA-N,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C(=N/O)/C2=CC=CC=C2
KIZITKARUSPCHY-UHFFFAOYSA-N,CC(C)C1=CC=C(C=C1)C2=NC(=O)N(C3=C2C=C(C=C3)OCC#C)CC4=CC=C(C=C4)Br
KGSZHKRKHXOAMG-HQKKAZOISA-N,CC(C)C(=O)[C@]12C(=O)C(=C([C@](C1=O)(C[C@@H]([C@@]2(C)CCC=C(C)C)CC=C(C)C)CC=C(C)C)O)CC=C(C)C
JROFGZPOBKIAEW-UHFFFAOYSA-N,COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)O)N
OEKXCVYZBVOWBR-BQYQJAHWSA-N,CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NCCN3CCOCC3)C)NC(=O)C4=CC=C(C=C4)/C=C/C5=CC6=CC=CC=C6N=C5
AFYOQRIZFPJUAR-KOBPMBMUSA-N,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CS[C@H]4CCCN(C4)C(=O)[C@@H](C(C)C)N)C
WSEKTEUGRLFBSE-UHFFFAOYSA-N,C1=CC=NC(=C1)OCC2=CC=C(C=C2)CC3=NOC(=C3)C4=C(N=CC=C4)N
IBEANEPZNLVRRY-RCZVLFRGSA-N,CC(C)(C)[C@@H](C(=O)N1CCN(CC1)CC2=CC3=C(C=C2)OCO3)NC(=O)[C@H](CC4CCCC4)CN(C=O)O
RDONXGFGWSSFMY-UHFFFAOYSA-N,CCS(=O)(=O)NC1=CC(=C(C=C1)OC2=C(C=C(C=C2)F)F)C3=CN(C(=O)C4=C3C=CN4)C
QFLNTQDOVCLQKW-UHFFFAOYSA-N,CC(C(F)(F)F)(C(F)(F)F)OC(=O)C1=CC=C(C=C1)CC2=C(C3=CC=CC=C3OC2=O)O
FGBGXESDYFKUFX-UHFFFAOYSA-N,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)OCC(=O)O)C(C)(C)C
CEDYGBVPEGWDRP-UHFFFAOYSA-N,CCCCN(CCCC)C1=CC2=C(C=C1)N=C3C=CC(=[N+](CCCC)CCCC)C=C3S2
BNVPFDRNGHMRJS-UHFFFAOYSA-N,CC1(CCC(=CC1)C2=C(C=CC(=N2)C3CC(OC(C3)(C)C)(C)C)NC(=O)C4=NC=C(N4)C#N)C
GQBRZBHEPUQRPL-LJQANCHMSA-N,CC1=NOC(=C1NC(=O)O[C@H](C)C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5(CC5)C(=O)O
PICXIOQBANWBIZ-UHFFFAOYSA-N,C1=CC(=S)N(C=C1)[O-].C1=CC(=S)N(C=C1)[O-].[Zn+2]
WTHRRGMBUAHGNI-LCYNINFDSA-N,CC[C@@H]1C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)N3C[C@H](C(=O)C[C@H]3C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CS[C@@H]6CN7CCC6CC7)CC8=CC=C(C=C8)N(C)C)C
WTHRRGMBUAHGNI-NCNRFQDUSA-N,CCC1C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)N3C[C@H](C(=O)C[C@H]3C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CS[C@@H]6CN7CCC6CC7)CC8=CC=C(C=C8)N(C)C)C
BCJWHMFDQMMITC-AVPXBJHFSA-N,CCCC[C@@H]1[C@@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)N(C)C(=O)C2=C(C(=CC=C2)NC=O)O)C)CC(=O)CC(C)C
LTMHDMANZUZIPE-UHFFFAOYSA-N,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
DWYRIWUZIJHQKQ-SANMLTNESA-N,C[C@](C1=CC=C(C=C1)F)(C2=CN=C(N=C2)N3CCN(CC3)C4=NC=NN5C4=CC(=C5)C6=CN(N=C6)C)N
BYRVKDUQDLJUBX-UHFFFAOYSA-N,CC1=CNC2=C1C34CC3CN(C4=CC2=O)C(=O)C5=CC6=C(N5)C=CC(=C6)NC(=O)C7=CC8=CC=CC=C8O7
BYRVKDUQDLJUBX-JJCDCTGGSA-N,CC1=CNC2=C1[C@@]34C[C@@H]3CN(C4=CC2=O)C(=O)C5=CC6=C(N5)C=CC(=C6)NC(=O)C7=CC8=CC=CC=C8O7
JSKFWUPVIZYJMR-UDOAKELVSA-N,CCN(CC)CCN1C(=O)C2=C3C4=C(C(=CC=C4)Cl)NC3=C5C(=C2C1=O)C6=C(N5[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)OC)O)O)C(=CC=C6)Cl
OPGSFDUODIJJGF-DVODSNNVSA-N,CC1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(CC(C(C(CC(=O)CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(CC(=O)C2=CC=C(C=C2)N)O)O)O)O)O)C(=O)O)O)OC3C(C(C(C(O3)C)O)N)O
VMDWTZZCNDEKIO-CBNJBKGYSA-N,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N6CC6)OS(=O)(=O)C
JKDLOGLNPDVUCX-UHFFFAOYSA-N,CC1=C(C(=O)C(=C(C1=O)N2CC2)CO)N3CC3
PJFQWSNOXLEDDZ-MGPUTAFESA-N,CC[C@H](CC#N)OC(=O)N[C@@H](C)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C#N)OC
QNLWMPLUWMWDMQ-YTTGMZPUSA-N,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCOC4=CC=C(C=C4)C[C@@H](C(=O)O)NC5=CC=CC=C5C(=O)C6=CC=C(C=C6)F
GBVQWZXJDIIUCC-UHFFFAOYSA-N,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)C3=CC4=C(C=C3)N=C(N=C4N)N
SVGRIJCSKWXOPA-UHFFFAOYSA-N,C1=CC(=C(C=C1C(F)(F)F)NC(=O)C2=C(C=CC(=C2)Br)O)C(F)(F)F
SBHDKYTVDCRMOE-JPAPVDFESA-L,C/C(=N\NC(=NC)[S-])/C(=N/NC(=NC)[S-])/C.[Cu+2]
SBHDKYTVDCRMOE-NLRRAJSESA-L,C/C(=N\NC(=NC)[S-])/C(=N/NC(=NC)[S-])/C.[64Cu+2]
SBHDKYTVDCRMOE-BUXSGADYSA-L,C/C(=N\NC(=NC)[S-])/C(=N/NC(=NC)[S-])/C.[62Cu+2]
YZCUMZWULWOUMD-UHFFFAOYSA-N,COC1=C(C=CC(=C1)F)C2=CC(=NC=C2F)NC3=NC=CC(=C3)CS(=N)(=O)C
OVCDSSHSILBFBN-UHFFFAOYSA-N,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O
BUPRVECGWBHCQV-UHFFFAOYSA-N,CC1(C2=NC(=C(N2CCN1C(=O)CN)NC3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C
PHEZJEYUWHETKO-UHFFFAOYSA-N,CC1=C(C2=C(C=CC(=C2)F)N=C1C3=CC=C(C=C3)C4=CC=CC=C4F)C(=O)O
JKCSODVERGVDLT-UHFFFAOYSA-N,CC(C)NCCN1C2=C(C=C(C=C2)C(=O)C)C3=C1C=CC(=C3)C(=O)C
SFOADSRLCHRTKT-UHFFFAOYSA-N,CC1=C2C(=CC=C1)N=C3C=CC=C(C3=N2)C(=O)NCCNCCNCCNC(=O)C4=CC=CC5=NC6=CC=CC(=C6N=C54)C
XDBHURGONHZNJF-UHFFFAOYSA-N,CCOC1=C(C=C(C=C1)C2=NC(=CS2)C3=NC(=CC=C3)C(=O)O)OCC
AUJXLBOHYWTPFV-UHFFFAOYSA-N,CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C
GCWOCVTZGLAYIS-FNTLCPBMSA-N,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)/C=N/OCC(=O)O
ZCJYUTQZBAIHBS-UHFFFAOYSA-N,C1=CC=C(C=C1)SC2=CC=C(C=C2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl
UPJSUQWHUVLLNW-XMMPIXPASA-N,C#CC[C@H](C1=NC2=C(C=CC(=C2)Cl)C(=O)N1NC3=CC=CC=C3)N(CCCN)C(=O)C4=C(C(=CC=C4)Cl)F
LVXJQMNHJWSHET-AATRIKPKSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)/C=C/CN4CCCCC4
HUXYBQXJVXOMKX-UHFFFAOYSA-N,CC(C)CC(=O)NC1=NNC2=C1CN(C2(C)C)C(=O)C3CCN(CC3)C
DYNHJHQFHQTFTP-UHFFFAOYSA-N,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4
QLUYMIVVAYRECT-OCCSQVGLSA-N,CN1CC[C@H]([C@@H]1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
QLUYMIVVAYRECT-PYMCNQPYSA-N,CN1CCC([C@@H]1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
GMIZZEXBPRLVIV-UHFFFAOYSA-N,CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)C4CCCNC4
GMIZZEXBPRLVIV-VIFPVBQESA-N,CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)[C@H]4CCCNC4
GMIZZEXBPRLVIV-SECBINFHSA-N,CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)[C@@H]4CCCNC4
QJZRFPJCWMNVAV-HHHXNRCGSA-N,CC1=CC=C(C=C1)C(=O)N(CCCN)[C@@H](C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C
OPAKEJZFFCECPN-XQRVVYSFSA-N,C1=CC=NC(=C1)NNC(=O)/C=C\N2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F
PZBCKZWLPGJMAO-UHFFFAOYSA-N,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5
HUNGUWOZPQBXGX-UHFFFAOYSA-N,C1COCCN1CCOC2=CC=C(C=C2)C3=CN=C(C=C3)CC(=O)NCC4=CC=CC=C4
HXQRGYNEDCHJPJ-UHFFFAOYSA-N,CCCCCCCCCCCCC(=O)N1CCCCC1CNC(=O)C(CCCCN)N
IAYGCINLNONXHY-GFCCVEGCSA-N,C1C[C@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N
PZUJQWHTIRWCID-HXUWFJFHSA-N,CC(C)(CC1=CC2=CC=CC=C2C=C1)NC[C@H](COC3=C(C(=CC=C3)Cl)C#N)O
PTJGLFIIZFVFJV-UHFFFAOYSA-N,C1=CC(=CN=C1)NC(=O)CCCCCCC(=O)NO
GCIKSSRWRFVXBI-UHFFFAOYSA-N,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C
WVUNYSQLFKLYNI-AATRIKPKSA-N,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)/C=C/CN(C)C
NCPLTAGJJVCHOW-UHFFFAOYSA-N,CCN(CC)CCCNC1=C2C=CC(=CC2=NC=C1)Cl
CNTMOLDWXSVYKD-PSRNMDMQSA-N,CC(C)[C@@H](/C=C(\C)/C(=O)O)N(C)C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C(C)(C)C1=CC=CC=C1)NC
MAUCONCHVWBMHK-UHFFFAOYSA-N,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
CXQHYVUVSFXTMY-UHFFFAOYSA-N,COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F
PCHKPVIQAHNQLW-CQSZACIVSA-N,C1C[C@H](CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N
NCNRHFGMJRPRSK-MDZDMXLPSA-N,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO
KTEIFNKAUNYNJU-GFCCVEGCSA-N,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N
GXJABQQUPOEUTA-RDJZCZTQSA-N,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
AYUNIORJHRXIBJ-TXHRRWQRSA-N,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)O)OC
